	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	SY3_FDME210455399-2a	WZ7_FDME210455463-1r	WZ15_FDME210455471-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
Thalassiosira pseudonana	1.380904018	1.090083897	1.771068139	1.038929192	1.231874018	0.55274626	1.56191624	0.593961151	0.214862586	0.212248938	0.137376356	0.81753935	0.628697249	0.654461333	0.39827578	0.759981426	0.728864246	0.632100154	0.447341753	1.464106517	0.876441915	0.99222262	0.913477986	1.446393823	0.52971435	1.212511087	1.301650536	0.969025314	0.947829787	0.529386217	0.698931915	0.960388627	1.066303084	0.260221292	0.405602974	1.01484389	1.506496998	0.846756928	0.759002887	0.876275297	0.882080757	0.932619461	1.272290026	0.787339952	0.990179477	0.967554672	0.920484184	0.89329177	0.902809335	0.030576438	0	0.161223622	0	0	0.119080707	0.438588087	0.905996252	0.242272764	0.46641281	0.601898628	0.841532817	0.929105023	0.52945302	0.722362124	0.94914377	0.411326769	0.708231557	0.291400858	0.18681704	0.28242622	0.733998907	0.427366649	0.447229297	0.543319159	0.768246955	1.897866868	0.393007943	0.813163466	0.707296901	0.332252767	0.107215305	1.824636481	1.399106482	0.836275232	1.251240222	0.045122705	0	0	0.099098674	0	0	0.024066155	0	0.023039531	0	0	0	0	0	0	0	0	0	0	0	0	0.026434511	0	0.184412646	0	0	0	0	0	0	0.107378787	0	0.04554128	0	0	0	0.102002785	0.071348029	0.109449728	0	0.034927554	0	0	0	0
Blyttiomyces helicus	4.647763493	0	1.775404104	0.791281098	0	0	1.808657066	0	0	5.94659044	0	0	0	0	0.651801836	0	0	0	0	0	0	0	0	0	1.856599668	1.787343679	2.58067485	1.855809901	0	0	0	1.583569419	0.894686394	0	0	0	2.714746604	1.418799903	0.430644004	2.087647608	0.500282265	0.849943944	1.395352371	0	0.70208006	0.89855283	1.465906306	2.015687069	0.619455476	0	1.369949066	0.515975121	0.631481166	0.761090442	0	1.445040182	0.495067165	0.6128426	1.620484821	2.434558234	1.041544172	1.474159591	0.86059188	0.672275897	3.018774185	1.719051616	1.079564231	1.318662717	1.507629062	0.988361986	0	0.854450816	1.125538849	0	0	0	0	1.076535301	2.269311678	0.642440048	0.759171095	0.498856586	0	0.441832764	0	0.309345193	1.47654375	0.898711048	0.809267673	0	1.183779112	1.381078076	0.501248496	0.549491729	0.793358575	0.455802727	1.752565952	0.66229036	1.237929858	1.379229771	2.351967141	2.051148366	1.013535725	1.303607095	2.344857451	1.208982394	2.110826752	1.235317044	0.620296635	1.370349048	2.438216229	1.46907874	0.915050535	2.182918755	1.448431376	2.543198641	1.260281093	1.525727299	1.080831467	1.587727509	0.765626162	0.436722846	1.475729357	0.71896721	1.309927801	0	0.821058327	0.654194783	0.987509613	1.084060861
Picocystis salinarum	17.67013394	11.3103336	11.92135513	13.01868133	13.33311741	7.433145572	15.92209588	13.94731098	0	0	0	3.363744046	4.688686741	0	0	0	0	2.427952668	0	3.348991191	2.120499072	2.445130585	3.126224726	1.916749988	7.273797424	10.95211794	7.30697954	9.874112649	11.31290006	12.63487487	11.46689366	9.231238835	8.15452922	8.500725253	12.8706707	11.73929005	9.098072922	7.952480806	8.613942116	10.85932747	11.27454351	8.22426037	9.209253412	8.122600853	7.752457927	8.108282346	10.01449989	6.301067654	5.479410819	2.349139724	3.406443467	4.215688209	0	5.28810384	2.392291058	3.846292066	4.093738919	4.827636067	2.582648177	2.877967033	6.844125194	2.568174704	4.800461913	5.730668791	6.525598215	7.477424637	4.988733427	2.794200544	4.013802577	2.400913475	3.656666539	3.777408591	4.999229133	3.285786682	2.227030516	2.914198483	9.326787822	7.120387763	6.321163003	5.90364483	3.057895314	11.03559828	10.88014516	8.839614009	11.86950245	0	0	7.133033223	4.786026095	4.914897311	2.166337037	1.748729089	5.914003357	6.285122026	0	3.345279174	0	4.012231598	1.995978406	0	0	2.368406565	0	0	0	0	0	0	5.508643202	0	0	0	0	0	0	0	0	0	3.030715206	0	0	0	0	2.083910911	0	6.570155363	2.221008286	10.17359235	5.310655181	3.382190511
Galdieria sulphuraria	2.728030569	5.603571356	4.498691708	6.18187306	6.459555632	6.664020666	4.23308593	5.970279301	10.7712102	8.892022588	2.141848432	7.467869056	9.961014114	0	0	0	0	0	1.745369526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.502632555	0	0	0	2.1501784	1.883814861	0	2.479956085	2.849313349	2.781378662	0	2.36794352	2.649099882	2.147901359	2.377400371	2.875280928	2.778190979	8.95685783	3.135108966	8.579122168	6.236782475	3.155106388	4.956613159	9.235893048	3.368160604	0	4.664032988	2.24692907	4.302920096	4.955253171	5.429722445	2.645239918	1.934708996	2.726241932	7.468863041	6.068714851	5.428393208	3.313105587	0	0	5.573203771	3.40798947	6.798032618	0	0	0	7.561453506	9.464001544	0	0	0	0	7.739249644	12.55208243	7.334553924	5.939629279	4.419761548	8.43204848	3.484717806	4.014462335	4.737432635	6.567262893	11.53654221	8.280362014	4.573047661	6.618760307	7.357193856	6.930505246	13.69141594	2.97562961	6.488122514	5.688047339	0	7.797661447	6.200000595	6.87656069	7.51904542	5.671448387	6.798411656	5.805869584	8.133506503	2.35946836	2.745670313	1.526426947	5.253951543	5.42092737	5.379599117	9.440441823	4.209563037	6.826491086	6.083918963	5.969554091	6.066542238	4.790953483	8.006240781	10.4989807	8.488577835
Neonectria ditissima	4.97676082	9.280574573	10.71487663	8.376674488	0	7.181867056	0	0	10.67060682	12.89613317	17.64179382	0	6.507874539	0	0	0	0	0	0	0	0	0	0	0	6.012782335	7.286460505	8.193148914	8.458186903	7.183628409	17.31217684	6.656833049	6.196590789	7.497042548	6.346521865	16.90283125	10.55604527	7.799085875	0	11.57993308	0	11.21223199	8.090210799	7.661212431	9.193101195	7.520211435	0	5.586331858	7.963022136	7.611761407	0	0	7.20896592	5.252931496	5.225685599	8.276078261	0	0	0	0	0	6.093367445	0	0	0	9.507668263	6.830187497	0	0	10.50187732	8.149381754	7.01137352	0	4.29166173	0	0	10.58013738	8.724603557	10.02106439	11.3873436	0	12.24335993	9.037110488	5.908928693	8.759628476	7.966694986	6.949885733	32.8393622	15.35833304	22.84642336	24.26251041	27.78436521	30.42358216	18.30169452	22.52858817	27.95211228	20.5491515	28.9669412	22.54051676	19.63122985	35.13195964	30.50838191	32.83183898	30.3488978	34.67831029	44.24288826	24.1519758	30.77843498	35.33610549	20.22527466	33.35067889	31.52798169	34.60353672	31.29974999	36.8387183	37.22675736	28.0932442	24.14744732	22.24168633	27.09627907	23.76182455	22.6573456	20.89096798	22.57775156	19.22203967	26.59633377	19.00204719	18.73179895	13.21157646	22.91407139	18.66771096
Pythium insidiosum	0	0	0	0	0	0	0	0	9.014663768	9.468872143	11.14586067	8.001478344	11.85420918	0	0	0	8.926491476	0	0	0	0	5.856242898	0	6.53325495	13.40188243	11.3972938	14.06252949	14.4519433	14.40801601	9.768308349	5.087700623	11.35493536	11.70331014	12.82635354	12.71188078	9.3011118	13.53018433	11.47616613	9.354113339	10.02557211	11.13127612	15.106663	10.74877477	11.06518885	11.77360514	11.39770956	9.45539104	9.328373831	13.78852036	5.637314788	7.44627534	0	4.85702021	0	0	0	5.176533263	0	0	6.115220724	11.80386643	0	6.200508359	0	14.45291511	13.97565973	8.616928213	9.161449655	8.127482908	5.421853863	10.3595611	9.509988032	7.573684721	0	0	12.16108986	11.2885926	21.54699454	21.35412014	0	8.313462029	17.84512134	19.66193307	16.04900294	22.12188538	0	0	12.79199506	11.19822866	14.56652062	5.296621358	5.023106575	16.34685555	11.9848335	14.66155515	5.402107352	6.768439449	8.269275461	12.74120934	0	10.77145596	4.224006209	5.294753136	9.70760926	7.336855166	12.20403689	11.50628122	9.490634281	9.000607419	4.395743093	7.849645354	7.971945921	5.523722241	5.015410326	7.61758911	0	9.780359875	4.656605445	4.453277742	8.063191642	3.77670311	0	0	12.3842504	8.416517263	9.241549845	6.175463357	6.339002748	0	5.323452404
Gracilariopsis chorda	1.664729305	3.410083171	2.91996781	1.730750819	4.151190117	2.511942423	2.174337104	1.635490706	0	3.844998315	3.071808634	3.611947976	3.157377347	2.516131951	0	0	0.695434015	0	0	0	0	0	0.663214009	0	0	1.28545576	0.860024686	0	1.189954053	1.342049268	0.971336053	0	1.373390473	0	2.439606894	1.692134458	1.224600033	0	1.00137869	0	1.304598758	1.2553147	1.25671943	1.06503031	0.942041279	1.320685127	0	0	1.107777736	2.034747505	0	3.681025622	2.26856084	2.658644612	1.057201166	1.432928072	0	0	0	0	1.244434401	0	1.606874384	1.381818523	1.97358948	1.977671737	2.13258514	1.069114524	1.020731164	0	1.018859346	1.384505578	1.723455148	0	0	0	0	0.860751255	1.648721152	1.176256028	0	0	0	0	0	3.972788812	2.129606269	1.960900036	1.118907462	1.971822084	1.245811063	2.585650288	2.295335224	1.357910241	1.638053267	1.424831544	1.898871885	1.749309343	1.86197951	1.533472854	3.272728363	3.388810532	1.959625615	1.557291072	1.720925314	3.542505998	2.61375254	2.325754169	2.513534827	3.203197902	2.103104052	1.884104383	0.925357062	2.266479467	1.529341545	1.794793105	3.074624101	1.107935806	1.621101266	2.281268692	2.775188893	3.322155785	2.654127011	1.786018362	0	2.198379367	2.432567124	3.054471191	3.282888752	3.448411493
Thalassiosira oceanica	4.339659658	3.552665436	4.572830172	4.175131639	3.856692892	2.677204469	4.557602925	2.627062092	0.510182845	0.081585895	0.834878239	1.430892295	1.141074937	1.110545963	1.608462709	2.462998548	2.496443946	2.091232013	1.815122113	3.138292641	2.274963927	2.073422812	2.632578658	3.432645605	2.768679842	5.880491148	5.947521082	4.713030559	3.433354805	2.219716432	3.240845265	3.975783169	3.553472301	1.563250449	2.059554707	4.433553494	6.431379038	4.295616121	3.533661629	4.212855613	3.563978172	3.503186553	5.555820602	3.848952256	3.4631674	3.560305484	3.64806334	3.243566429	1.990944191	0.025638451	0.023259056	0.449676655	0.015147163	0.055065172	0.189023384	0.082556666	0.07582668	0.050618202	0.661734816	0.545938896	2.109939999	0.078996184	0.216588355	0.333134297	2.413585498	0.661180042	0.529714578	0.220244504	0.371253126	0.177983464	1.194299043	0.924847091	0.712837906	0	0.052366009	0.378421696	1.064210159	1.302467463	1.103318403	0.046139205	0.163532898	4.139465057	3.462837727	2.089825378	4.528045989	0	0	0	0	0.02997672	0	0	0.026943548	0	0	0	0	0.024340188	0	0	0.021997514	0	0	0	0	0	0	0	0.052822037	0	0.01708939	0.023494176	0	0	0	0	0	0	0	0.019365788	0	0	0	0.065936703	0	0.033545664	0	0.161090553	0.05444012	0.040859565
Coccomyxa subellipsoidea	0	0	0	0	0	0	0	0	19.98619199	11.36012899	22.26579033	11.23969238	10.45110802	2.152775887	0	1.863736055	0	0	0	0	0	0	0	0	0	0	3.669682319	0	0	0	0	3.094247577	2.268117847	2.565097	0	0	2.31051325	0	3.330342038	3.328423163	5.479691306	6.179352142	3.014257465	2.681226746	2.209903915	3.288261073	2.137307839	4.508987291	3.72611219	0	4.430322576	0	4.624077665	1.897303893	1.919915117	0	8.094498915	2.831487948	2.705731667	3.786977906	5.04816886	7.426963659	7.195848571	0	8.358799398	3.910911294	4.277390185	8.337892668	4.023705721	7.746508587	6.31080156	7.208047819	8.015727264	0	3.352306202	10.35406847	4.45418225	6.644388865	2.041005553	2.816073374	3.462284804	2.756675342	4.668208217	3.050598163	4.294134418	5.332803273	11.96565478	2.578073032	5.182393841	5.38302584	3.750384539	2.345385747	3.080451492	4.160699478	13.14329579	2.661177449	6.137580503	4.720708986	3.811514962	5.288551547	5.233544625	0	3.29148204	17.60845932	7.663163838	6.559128111	5.997556988	4.927409983	2.223592137	5.708316293	5.002496674	5.107435784	18.30262663	8.39751057	8.515681379	4.864616843	7.790545239	5.548324461	6.511228991	8.240313339	5.786470716	20.21355201	6.39515983	10.10994873	3.626985946	3.73546076	7.586799129	0	5.929986941	4.859587893
Rhizopus arrhizus	0	0	0	0	0	0	0	0	0	7.906681746	0	0	0	0	12.3191753	0	0	0	0	0	0	0	0	0	13.29771864	13.11487425	6.833599881	15.34342228	14.45157866	13.16540687	16.67998522	10.75632092	13.54247256	9.785534012	13.24981506	12.4188431	11.83690679	10.6816821	12.11010004	8.891422799	12.44378062	8.787766449	11.57304771	8.146597539	9.619931655	11.45261246	9.610660527	8.573638276	5.480501916	0	7.378430491	0	0	7.493832854	0	7.563227645	12.33905274	11.44348217	5.203580992	8.528741283	17.80325536	10.45406636	14.14308854	8.832865284	12.90623106	11.99063284	15.97792021	8.875350222	5.309475141	0	9.211613713	9.973423181	9.188594944	0	0	0	13.11354978	16.80739036	13.81106876	0	4.613075845	9.989563457	14.86130346	11.45366591	9.493229683	4.218155675	6.280836381	10.08845575	7.882618392	12.66514121	10.10679847	6.706444819	14.7301732	15.22613646	4.417905308	10.33502357	12.65406918	11.94805254	11.34645406	12.41313501	11.44493548	10.39154871	14.38432221	6.513340944	7.642747646	12.54403061	13.30395366	18.10333909	11.91165279	14.94043234	13.25945243	10.05458412	10.93485386	9.145967982	11.03761177	9.595912252	11.5705914	9.311386159	13.57194226	10.32833025	24.42628913	6.314513467	0	9.116382975	15.19897419	15.51666797	0	26.60687071	18.10999753	10.69269607
Rhizophlyctis rosea	0	0	2.485366542	1.729861529	0	1.739660399	0	2.481749677	2.284598259	2.264342621	0	1.596233245	0	0	0	0	0	0	0	0	0	0	0	0	3.777282581	2.951687559	2.412174519	2.595441753	3.012951837	2.232108604	2.123503332	3.027774277	2.500409332	0	0	2.28985068	2.139693229	2.345224361	2.691770585	2.386351076	2.37732875	2.715598227	2.391575889	0	2.499743455	2.985326138	0	2.606195469	2.25373583	1.908638775	6.100329519	4.961231802	5.831254541	6.501517284	2.374614932	2.528848872	1.873833304	5.664025621	2.304129902	3.901254315	2.974033172	0	2.581724044	0	3.094705011	4.664814714	2.597868343	2.539498342	3.571708979	5.981070175	2.068145018	3.07653589	1.820818245	0	3.483759889	0	2.412307186	2.138260914	2.955733412	3.53798732	4.645361792	0	0	1.893296346	0	4.220824124	4.864871326	5.317397377	5.730038194	6.309793802	5.055389358	4.66438971	6.324017538	5.779262031	6.111357989	5.94052068	5.135873808	5.300528754	4.93717105	5.176205221	5.422445149	5.640595826	4.782262545	5.392083003	6.799793748	5.044946755	6.463316559	3.433527726	5.183737075	4.378456193	4.708128048	4.056018016	3.898228072	1.997077098	4.035921014	4.070551882	4.673849999	3.025484027	3.305338258	2.553214681	6.458232848	2.771931552	0	3.563306183	6.816904648	6.068214191	1.95321772	5.578873564	3.493487847	3.30921818
Arcella intermedia	0	0	0	0	0	0	0	0	0	0.685346809	0	0	0	0	0	0	2.180518019	0	0	1.703426827	0	3.819161945	0	3.867923473	4.07462	3.606025635	3.419424925	4.287066004	3.568960869	3.620602418	3.803838402	2.913374821	3.459893993	3.321369994	3.396275253	3.446000708	3.392603127	2.575516925	2.835793698	2.828165926	2.738419716	2.550643593	3.062284062	3.970805582	2.754136113	2.167570543	2.612898399	1.954108375	1.98974249	0	5.005822083	0	3.451265709	3.650756773	1.430217757	2.049365296	3.001243353	2.979819205	0	1.953321824	5.867062879	2.071065191	2.611628068	0	3.463612378	2.735840614	2.944898624	4.016100006	3.061675969	2.018862584	1.880956356	3.139016074	2.963686415	0	0	0	2.994600434	2.890789942	2.103693116	1.938350842	1.738778801	2.667450645	2.879054531	2.114414184	2.80575691	2.628312519	2.269087064	4.313958766	4.474676048	4.10216253	2.733681427	2.371576303	5.107701862	4.107414946	3.084143658	5.255156723	3.011144263	4.155476387	2.922083943	4.565255454	3.326000857	7.608523783	4.668812931	3.023066162	4.13921536	3.470769848	5.853819857	5.166029156	5.714060881	7.694420624	6.292593798	3.622943959	6.411722061	6.161013304	5.521281924	2.310960559	5.516641059	3.782344609	3.007841914	2.907864586	10.40273466	1.921881238	3.513744155	2.746206025	3.559399806	5.856592979	2.894960266	11.65342856	7.827252978	4.336402558
Tetrabaena socialis	0.727463656	0	0	0	0	0.42011641	2.721225259	0	0.366774907	0.56321308	0	0	0	0	0	0	0.253921066	0	0	1.172849552	0.349029849	0	0.213078607	0.411039796	0.482524043	0.956582671	1.325242235	0.354706576	1.914275859	1.022900416	1.04673221	1.582661972	0.472395571	0	1.385845239	2.11890642	1.35853951	0.471083382	0.349113164	0.633468612	0.482649335	0.619697926	0.633901159	0.431278135	0.437566234	0.379286131	0	3.142908623	1.886143966	0.695591933	1.452682783	2.691603872	0.307191238	3.119846503	3.098769911	3.30712447	1.945670557	1.341045616	6.928745545	6.181844628	4.940978909	3.809492203	2.633754235	0	4.135843366	4.322547758	3.350083974	2.345157121	5.610523052	1.010676827	0.516599031	1.374612256	2.553466245	0	0	0	0.422137297	3.740749432	4.944725898	0	1.314696207	0.876620746	0.381653348	0.322294436	0.3386332	0	1.377591724	0.493844632	1.263430389	0.321138636	3.13260544	2.549024672	0	1.232591362	1.600662437	0.833463127	2.164768295	1.962790034	1.533512377	3.539222191	5.504241991	4.720320597	2.187174619	1.120129794	4.903435681	2.377492039	6.381631009	3.845237714	0.834804202	4.046242672	5.95311141	2.951256784	1.512866373	4.884140275	2.304916	2.81606896	4.014475335	3.061997834	2.334725646	4.160244995	1.287214678	1.121140386	2.126595471	1.187000965	0	1.096112847	1.229143994	0.73791747	0	1.360218643
Trebouxia sp. A1-2	7.200164732	0	21.38836392	10.16117566	10.4874476	6.251208462	8.822980815	7.838054786	44.08080305	48.73674661	51.17236343	26.82867986	20.07847048	0	0	0	0	0	0	0	0	0	0	0	0	0	5.384656416	5.485084641	0	0	0	6.070324749	12.95618227	0	6.36791032	0	0	5.825381903	10.7232022	9.200785173	9.627382423	6.524331204	5.873245474	8.430283789	0	7.536686769	6.495081317	7.162988468	10.71708372	0	9.301771125	0	9.326826625	14.15488914	12.33198053	5.391973279	13.8679096	12.90011454	11.14507325	11.50579632	14.92034399	8.79540371	10.60332223	0	18.2431908	18.50086101	10.67863104	13.43287639	14.85813588	17.02567394	10.84172148	11.89747658	12.44355097	0	5.784420413	27.90588194	13.26649339	13.12622257	11.1492226	7.433209105	18.29321098	4.649305547	11.5144875	8.959770746	8.138342837	30.63746032	67.49378392	11.49930821	19.54436952	15.84088731	39.38179728	20.87115272	17.59056131	17.4736413	57.275526	15.02197517	20.78311148	19.37089936	18.30536782	12.64236778	17.54156852	8.788213912	18.98425715	63.44195413	28.37884281	22.15899719	14.5967001	19.01821979	19.16621785	12.60269891	18.72344954	22.04013709	54.82117206	21.43888865	14.49168768	13.67123168	16.09134006	25.2827129	18.86033496	17.61060884	14.67125211	49.95702475	25.31611783	28.50398748	21.56056658	15.04628383	26.92250252	11.86108671	24.46121935	19.50281455
Nitzschia inconspicua	0.095781281	0.581760248	0	1.145006422	0.196753702	0.372461875	0.480490306	3.953111974	1.996574035	0.188649649	2.735703398	1.91824221	0.40503728	7.314663741	0	0.194405475	0.091253743	0	0	0	0.092729509	0.152908511	0	0.132328339	0.265833383	0.105946361	0.25896389	0.149677707	0.196121538	0.1308992	0.164565123	0.352615265	0.242806416	0.192040696	0.267576912	0.096074208	0.267061935	0.111868884	0.295031852	0.178129554	0.141130691	0.140049274	0.151342756	0.164743262	0.304247671	0.179742216	0.197420406	0.163523866	0.091868149	0.825327448	0.421622516	1.312150734	0.637374909	0.469021373	0.397475312	0.555879047	0.795068249	0.168617612	0.260934311	0	0.263381778	3.10914738	1.686755467	1.790261257	1.935776297	3.340603789	1.611237064	1.931682413	0.859659628	1.645764061	5.031172335	5.719014708	4.706592913	4.687073533	2.774024601	1.18780162	0.472085984	0.222340194	0.119884807	0.803796953	0	0.288516323	0.414709578	0.283137131	0.616491715	0.57274618	0	0.173026764	0.088953277	0	0	0	0.107568297	0	0	0.099632306	0	0.099485883	0	0.127294146	0	0.134079912	0.086499604	0	0.062249393	0.196247353	0	0.160028549	0	0.198104125	0.13134618	0	0.256131868	0.26477304	0.198310377	0	0.29959576	0.294993593	0.49393534	0.410486153	0.19788122	0.239220645	0.220186034	0.254501323	0	0	0.267601794	0.121399616	0.221802705	0.306702708
Ostreococcus tauri	0	0	0	0	0	0	0	0	11.02436852	9.628769427	8.897438622	4.9243951	4.137299233	0	1.630373084	0	0	0	0	0	0	0	0	0	4.026168687	1.931332457	3.866057397	2.57013562	3.694577132	2.371207247	3.117946725	3.926775726	1.862647563	3.480406446	3.935245576	2.889412165	2.792433386	2.094808724	2.3466355	3.474835592	3.735884749	1.974304506	2.095559756	1.124415084	2.081329059	3.262022966	2.980094876	4.338071246	0	0	1.272588168	0.994249961	2.145234854	0	0	2.014629656	3.43594109	1.514507064	3.451690642	4.296810493	4.93625011	3.946510559	3.265303117	3.007614335	6.611947444	4.598949833	4.514162868	3.39810615	2.845686176	3.705828151	4.629518959	4.673246053	4.216883337	0	0	7.005231224	2.786107059	6.630577243	4.867551789	2.429602086	4.717759338	2.20528547	2.179550203	3.695774884	4.620532115	5.100475669	10.69522836	5.884548365	6.839647414	6.541263359	5.588748588	2.278576388	6.778698287	5.518694889	11.51689323	5.511004385	7.891211846	5.967352228	4.049270048	6.915859538	5.806219548	4.723970307	6.822506571	14.64217911	9.435294326	9.349541526	9.529970126	9.042933378	5.394660649	6.323575665	4.833722554	5.611790993	14.80395256	7.982961186	6.895002112	4.017897624	8.704706611	7.067598149	5.208080979	7.317113537	5.678469861	9.771752867	5.613160201	6.821081892	5.600341823	5.756997823	7.11004627	2.341411223	3.202450634	4.796942174
Tetraselmis sp. GSL018	0	0	4.933941775	2.934671969	0	0	0	0	11.0695024	13.32972058	12.52075952	13.31414145	9.406414683	1.90042975	5.351792553	0	0	0	0	0	0	0	0	0	2.636760994	2.916346078	2.737267123	3.789029113	2.452077637	6.162521934	2.602621134	3.384514495	2.30551272	3.800470254	6.263376877	2.468330728	2.761104329	4.429998121	3.306488007	6.531307527	3.168101962	6.935322561	4.084277145	3.044914625	5.230793279	3.295137409	4.886402071	4.847086841	0	0	2.1748806	1.740226796	2.131812707	2.81338884	0	0	1.551923639	1.899374371	0	1.578307213	7.147211548	2.920903538	2.422258605	0	6.863810651	3.130522402	6.210497246	4.005366223	0	2.969030553	0	4.243161735	2.937834829	1.357815994	0	4.259585243	6.391864458	6.281886338	5.1091771	2.484607252	2.984757031	3.737382938	5.242343803	4.661804554	3.519482095	3.073478049	10.86224535	6.721203727	4.852741251	2.414307458	4.95849821	3.734962633	7.39162903	6.449870098	8.578638526	6.524971101	3.698970293	7.152700605	3.938850119	5.084561366	4.902732391	7.614664627	3.947660587	8.995020854	4.05622344	6.865914515	6.792447719	5.933966489	2.764125173	8.947475684	8.017650402	8.42626235	12.99948599	7.691963454	6.655628492	3.448935902	6.615964264	5.838771096	8.686206933	6.906618574	8.716363772	8.687398907	7.455489361	9.928439836	4.463376897	7.807494641	5.133743845	10.55073727	8.726234074	8.078125869
Compsopogon caeruleus	0	0	0	0	0	0	0	0	0	0	0	0.870340098	1.060522165	0	0	0.926876806	0	0	0	0	0	0	0	0	3.911727668	4.775929803	4.54330094	5.26816518	9.161920603	7.041465928	6.096714241	5.482719325	6.096747466	2.907580846	6.737660596	6.119882324	5.128978678	5.632508493	4.809785871	3.87174265	4.047439705	3.372807184	4.729520137	5.438409781	4.271415952	4.458247095	4.107344237	5.874174371	4.76014363	3.29599152	4.658899445	5.065650608	3.568592616	3.424892031	2.89546296	7.942559438	4.735573926	4.206112315	4.715423835	5.476418055	7.707325779	5.861278714	6.952270494	6.540002312	9.275203625	6.520394519	6.909030231	5.833809367	4.340468238	2.852309687	3.502778297	3.727844404	4.983656268	4.532367796	3.24195294	8.61226064	4.195052213	5.013784195	3.763147057	5.077470966	6.995161595	6.493924754	5.390573479	4.274212532	4.884188577	2.681433029	5.700050044	4.190450449	4.453722489	4.528618065	3.29706559	7.194394925	5.182092649	3.624827691	3.596498616	5.45655823	4.231197538	3.990069874	3.788823258	1.305084661	2.576583127	9.454416092	3.987769497	4.668611312	6.222609684	0	3.9075554	3.185360067	3.519474196	1.291397778	1.923879668	2.324414923	2.390069482	3.756707012	2.292746452	5.151707352	0	1.36948754	1.878165862	1.548289632	2.680448102	0	3.635449068	2.804182627	3.148584887	4.834662985	1.075636342	6.266916501	3.302256205	1.017251987
