	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	SY3_FDME210455399-2a	WZ7_FDME210455463-1r	WZ15_FDME210455471-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
Schizosaccharomyces pombe	6.228988736	0	6.178653279	0	0	0	0	5.66387096	20.34126715	20.47743048	13.60435134	23.91603792	17.62717127	0	13.55735053	13.28385955	0	0	0	0	6.576040327	0	6.670342088	7.583234682	23.91806629	15.27134767	17.59494172	23.26311831	13.74232264	10.16353793	6.772255306	31.06023321	20.36895924	33.20293299	13.71724095	7.662792484	12.86640699	17.62551717	27.11425572	19.21544335	20.83599595	21.37522348	14.04514982	16.28955784	19.16279779	22.79104106	21.95895288	12.73341381	23.8286861	0	0	0	0	6.700934456	7.980401451	9.640869976	15.20921714	15.70995067	0	11.51796487	20.03439775	7.598563859	16.83325574	0	7.744331467	14.59209036	17.24844229	11.84938534	17.68760695	7.743098887	11.30383351	13.70212292	11.52701042	0	0	8.990529156	26.25402041	24.64164937	15.816448	0	0	11.54700937	23.88066985	24.10016779	26.24318219	5.708177799	10.86981646	21.40621786	17.10913718	17.96053708	8.466012347	11.3940159	10.21369976	24.50847567	10.92853072	23.64446922	20.06508832	16.81854247	15.66232407	14.20753464	16.73806309	14.92852851	20.89909604	18.37277604	17.21750696	12.3342689	19.34805476	17.09035062	14.80571983	16.25694938	16.91284881	14.74693825	17.56537068	12.25365539	11.72342135	12.08828332	11.48512697	15.41589451	6.109137865	14.7875315	13.67719934	9.537197561	0	12.43650679	14.19382496	12.94333739	7.288075442	14.69354383	9.794868734	14.35955028
Eucampia antarctica	0	0	0	0	0	0	0	0	4.348300484	8.340414547	7.313960199	4.606698897	4.317963237	1.363385474	1.913766532	0.601564164	0.500832292	0	0	0	0	0	0	0	0.797389721	1.540673257	2.023595273	3.927760248	2.077884608	2.475179312	0.920350971	3.07886595	0.961128762	3.330808478	3.128416573	1.099211892	0.870482742	0.866013903	2.505694808	2.01457249	2.484753663	2.718182077	0.850683625	2.431536292	1.912694452	2.474932334	2.657269911	2.771416798	2.47493481	0.576756405	2.69767378	0	2.472406545	2.253119046	1.723759749	0.7586404	0.677638488	4.062084646	0	2.004244913	6.415125485	4.363961358	2.070814985	0	7.564243165	4.466815133	4.527661541	3.121822592	2.458784711	3.840241433	3.375009427	3.92019277	4.525217836	0	0	0	6.303132729	6.287327882	5.30614757	0	2.673819507	1.309656905	3.075003845	3.079050653	2.504785019	2.419796384	1.204347928	7.402432851	5.241715561	6.263807994	4.033991691	3.241046168	5.899569604	6.714024072	2.993314315	4.989800827	5.019038241	5.528969094	4.28049908	6.719730205	5.253642508	7.846554292	6.11250716	6.045776072	5.192309283	5.121690053	5.312249205	6.972072064	6.046219581	7.806919937	8.352692901	7.032348862	8.378147892	6.177953001	5.222122485	2.574360685	5.240140432	5.334772354	6.607362676	7.25091522	7.046687783	4.189197022	0.396365117	4.71145234	1.262444622	5.718204829	3.803390065	3.624729027	5.589754936	5.264062243
Jimgerdemannia flammicorona	0	0	0	0	0	0	0	0	14.87797603	14.76119206	16.3156118	7.295126998	5.371879856	0	2.125050052	3.649583041	0	0	0	0	0	0	0	0	2.818636752	2.514432568	2.936949839	2.366867039	1.168395211	0	0	2.934534475	2.337120726	2.57328669	1.251866367	0	1.674852096	3.477775064	2.673022629	3.7943988	2.588899719	2.821566985	3.275855699	2.898047098	2.182104458	2.922843489	1.723898804	2.656807055	3.590709942	0	1.907221385	0	2.542402465	2.637023825	4.199925038	1.496345609	4.783512581	2.145923649	4.51364196	4.223108573	4.465173631	2.609705714	2.490305625	2.007902481	5.968490565	4.836812668	3.035796232	4.382396585	4.22282106	4.962135796	3.794572349	4.534478939	4.057257642	1.327917593	1.95525193	9.7034286	2.641924722	5.108447444	3.307662244	2.335192201	3.847861414	2.404265393	3.379353428	3.623569648	3.455029528	6.311707364	13.91512493	4.007679709	6.135727766	3.955566832	5.31889986	4.150934935	3.777287815	2.908209117	13.37872166	4.050903584	8.704104876	4.126403386	3.996725186	6.505233181	6.678641665	6.022918651	7.961204455	19.96084376	10.66163769	6.876254406	8.743963519	7.645582079	5.778927979	3.929209914	7.101603517	6.296280385	22.3044344	10.5545842	7.166682209	2.799010604	9.468642836	7.771643643	5.512670929	7.157466522	5.987233365	20.50673252	9.67086964	9.343492156	2.718084744	3.501255165	7.37939323	2.347181674	4.51226649	7.131625921
Karenia brevis	0	0	0	0	0	0	0	0	0	0	0.730425543	0	0	0	5.707931883	2.973183697	1.929566205	0	1.333461793	1.27499771	2.32866917	1.292526463	3.042838513	1.616677632	5.451587572	3.757563703	3.000407474	4.39618446	4.727683939	4.014884388	4.163757022	4.474645271	4.76862691	3.191520676	3.314984204	4.885775865	3.450632655	3.018167836	3.427857855	4.128319762	2.673755963	1.780846262	3.567893862	3.284442264	3.152661056	3.358657819	3.20342846	3.034678609	3.504777882	2.99869046	4.767873522	1.08252397	2.70711839	3.066233215	2.561841432	1.160842756	2.4568819	4.129687627	0	2.827897165	2.50996832	2.062008525	1.1567068	1.06668515	1.66493842	2.044670864	2.052080378	1.366562387	2.012666721	1.5172665	1.984314725	2.419152104	1.910292927	0	0	0	2.402774568	2.678584013	5.475459698	0	1.122484151	3.356170986	2.996168178	3.881453212	0	2.360621304	3.592673469	7.434748346	4.940768478	4.422834819	3.540615005	4.442128824	4.579779341	6.16610689	4.409115492	3.643977413	5.859734762	5.139619232	3.99995604	5.317268829	4.343157152	4.835731215	3.583160021	3.430346846	4.880164589	4.13064418	4.395913313	6.042295504	4.945806395	3.468505695	5.343446643	3.643698593	4.158838768	2.165310277	3.878093062	5.837177444	3.234096118	2.875376076	2.699279625	2.893735275	3.301052858	1.697367391	0	4.403918743	5.607962935	4.864668062	2.041668397	4.294064628	2.154714906	3.684617719
Fusarium proliferatum	0.124507724	0	0	0.156653152	0.110837921	0	0	0	0	0	0	0	0	0	0.281979468	0	0	0	0	0	0	0	0	0	3.94607159	4.725693117	4.749841338	3.191592731	4.348360483	5.389927668	4.073984167	3.686908381	3.822482375	3.220093313	5.101315724	4.018537487	4.908875825	4.551432022	3.339619424	4.160835796	3.73629443	3.19449126	4.709302258	3.791658602	4.378935804	4.25678283	3.918753525	3.415347445	2.385978372	4.632826659	4.619958882	0.934818456	6.770022355	1.674256498	2.44975248	4.15439724	5.564901658	1.587579029	2.236293317	4.528042276	3.504127281	6.298450789	4.465617025	3.616186619	5.839770872	6.175823335	4.742655816	6.202070204	4.730896246	7.257341512	5.691856899	6.051765339	7.024608185	1.812482159	8.20739989	2.012521932	2.577861856	3.384028278	4.523060567	40.26607822	2.03298013	4.801915069	4.502396734	4.205157772	4.924204707	1.409161968	5.084224261	3.429036318	4.727914309	4.130380256	5.412132428	3.917932238	4.197251386	5.318306647	8.214208616	3.927412773	3.743095023	4.625507487	4.938156384	4.469460584	5.17115145	4.2794945	4.169615998	5.866236716	6.300617589	4.728680127	5.340863908	4.484587208	5.609372245	3.863415125	4.002884753	6.166922445	4.152482976	6.314966446	3.89667344	7.11173511	5.58930336	6.24408634	4.561033655	4.276201365	3.457824502	4.686370603	4.038094604	3.898132092	5.120725285	3.231853799	5.249980879	2.456141213	2.781904269	5.188441861
Ditylum brightwellii	0	0	0.118114095	0	0	0	0	0	0.170033881	0.421573707	0.479293811	0.3531001	0.151983094	7.151674634	0	0	0.067375756	0	0.09528197	0	0	0	0	0	0.315340972	0.329940827	0.288555986	0.389959844	0.278249032	0.381958807	0.413886684	0.401097745	0.429546335	0.363912198	0.45813975	0.420522346	0.397347915	0.357779881	0.310083948	0.35223044	0.534794832	0.277572538	0.28213361	0.253028213	0.201938319	0.348744879	0.237397533	0.126077046	0.139637613	0.851054222	0.510572794	0.184735038	0.542002289	0.455397706	0.151573421	0.539159918	0.24867645	0.242888642	0.193473648	0.422974512	0.313417669	0.541940082	0.543812413	0.266148772	0.309743272	0.41359891	0.446030536	0.760038695	0.470517918	0.351323959	0.399105386	0.694008718	0.630365203	0.504083784	0.51782702	0.199128103	0.115067604	0.363932736	0.254492055	0.578415109	0.481429608	0.257268046	0.262863906	0.314250668	0.253995176	0.554450395	0.644912262	0.435590893	0.578289848	0.322638386	0.405099058	0.15146614	0.391073097	0.420662625	0.295826503	0.377898996	0.403197101	0.373755588	0.426194797	0.449005271	0.305058803	0.291039775	0.156638202	0.611467302	0.637093779	0.193989592	0.473784401	0.191742183	0.277707035	0.604261258	0	0.141610217	0.447882006	0.139410344	0.202241682	0.215333088	0.187026044	0.226954441	0	0.116366646	0.427310514	0	0	0.283164738	0.290399615	0.574674031	0.136568584	0.437105993	0.339496121	0.225066176
Amoebophrya sp. A25	0	0	0	0	0	0	0	0	9.105084895	9.665733709	9.287307013	4.412188769	2.789908014	0	6.741193941	3.681284399	0	0	0	0	0	0	0	0	8.09404002	8.150421024	8.880447378	10.13817108	9.394550163	6.478347573	7.124313028	9.915243089	13.95036987	6.944507161	7.144046029	7.678629933	7.683751157	11.36689432	6.711615394	7.766860638	9.700425456	6.839806214	9.594782667	12.02027138	6.88590993	8.009722905	7.87796649	9.438976292	8.054441464	3.329813078	7.934061474	2.964882014	8.110885617	7.736612927	4.256773699	10.68400299	7.897047784	12.81271995	10.3845921	21.39364348	17.70559754	9.923173917	10.79840294	5.073012125	17.57794195	20.11295598	13.43211524	9.605096727	13.29328913	15.70484966	11.74456381	11.08607649	9.27634572	0	0	13.59311561	11.90195891	19.28425118	27.70178985	4.078259529	13.19211088	9.423953396	14.03501761	10.50662033	11.75475693	7.095852147	14.23785106	22.81698804	20.97469135	19.68629625	19.57027552	15.30630781	21.9556183	15.50833474	5.718068557	15.69156302	24.12934548	17.70833608	21.18577373	29.36558227	25.75228169	23.92363262	23.18746212	13.41502551	15.57130338	31.46228261	27.43563966	19.61198685	21.30015781	16.20995036	28.40216241	18.65321984	18.58011764	19.52150617	18.63214132	16.81577035	19.22265402	25.65755358	15.76595535	24.48395127	15.94967723	8.985399553	10.96209803	17.42520576	18.61672467	17.33285315	12.92424423	14.41628711	13.73397658	13.81871916
Haptolina ericina	0	0	10.81661953	0	0	0	0	0	33.9179819	44.25948484	41.91405412	23.14202402	21.11030074	0	2.422349592	7.252873217	0	0	0	0	0	0	0	0	7.871854367	6.165905536	6.893094406	9.499647474	3.204050849	4.399417336	0	9.849552437	9.936075039	6.566228861	5.173284717	3.634069335	3.321383772	6.730446489	5.142534644	8.141597226	6.90215533	9.473372464	8.512392959	6.097303083	7.52485159	13.50715999	10.71124516	8.634759863	8.36451894	0	8.834110252	0	10.12039968	7.437790296	7.531544667	8.64206999	13.75077955	7.345111096	6.512423687	16.56353376	21.99495854	10.48028216	10.19728474	5.773985955	26.58433836	19.92557941	12.95756491	13.81586133	9.512109979	20.82998589	12.35878282	11.85752832	15.30981249	3.186135116	3.1792682	12.52365375	16.73942944	19.73967964	16.28631948	9.126229127	14.1368802	5.471294704	10.14525592	7.375263923	9.768087096	10.52716397	25.32448364	16.35837817	16.12037153	13.85377534	17.36770342	11.40942493	15.23937618	14.3270773	21.09157398	12.04915714	16.37015573	16.95156176	14.78371402	13.69920439	15.81860054	13.85015517	14.97705179	31.60295109	19.51067772	20.59716171	17.86240832	17.44644201	14.3262242	12.08422172	16.2540948	18.71507294	31.8145282	21.09544477	11.47634109	9.612489251	18.36144046	18.88330817	18.93302209	23.69497196	15.29315302	27.35403702	18.08310479	20.52088251	16.23605596	14.44514552	17.42379615	13.35006837	18.09806272	18.82559171
Aspergillus saccharolyticus	0	0	0	0	0	0	0	0	62.61439683	98.65085915	88.26897558	51.88506888	43.79933232	0	5.179763364	11.57523794	0	0	0	0	0	0	0	0	12.94778472	11.0486084	5.750451594	17.68094093	9.855973148	6.944226011	4.173866998	14.33473546	13.14136438	9.731817539	12.31148454	4.723684205	4.819502183	8.498867293	15.35898829	10.535057	13.79006497	13.94592783	11.92742016	11.53296805	3.814057162	14.0018397	9.769736408	6.128185466	15.77780611	11.93191588	21.78747378	5.403553291	17.38964256	14.49563489	6.68480252	14.72429355	13.90529954	20.07169912	8.181928582	20.48522495	32.70263269	15.09603347	17.56692298	10.63781831	35.92986387	30.54985119	17.8756818	16.75432789	10.80091798	33.79702412	16.31595375	22.74369794	21.34445977	9.095895646	9.691498756	16.89582107	26.78212612	30.78162305	22.08097676	13.75170105	18.34839058	14.85159398	11.59265066	10.28058496	13.17960815	12.64675786	27.42923804	22.6170133	23.46331391	24.22716936	29.19335918	16.59011535	23.72912135	21.47739826	21.43361027	20.34323636	24.75829612	27.70444191	22.07355817	32.20448458	26.96073656	32.72091068	28.01519891	39.28133983	25.7341376	30.46715509	32.24825245	33.42285529	25.18615445	31.42717983	33.24259735	34.21830871	40.82417515	32.00117824	27.43786265	18.14834867	32.60221539	32.59937058	40.59619138	36.39901929	33.63800781	34.55619292	39.42948846	39.07252871	24.01441365	25.10539745	36.74494873	34.11206736	40.76774341	35.01593913
Mantoniella antarctica	0	0	0	0	0	0	0	0	43.15750578	55.64840363	45.04228465	30.31296929	24.63743446	0	12.71234658	15.18543905	0	0	0	0	0	0	0	0	14.41036725	11.55513356	11.20241534	15.94696315	11.42809414	9.943619147	8.397695356	14.50669394	18.28359619	5.965693196	13.08982257	8.62297569	7.499208746	13.44044804	12.01709315	12.17745688	12.1969114	12.6258538	11.45930342	13.10228351	11.36089352	11.83794907	12.72205679	13.26364893	9.983565144	6.231777699	20.33101401	2.050764674	15.15523457	14.69003179	9.324419185	7.388511148	9.812104531	14.80140836	10.74568624	21.02229669	29.77750828	12.76978409	11.45954672	3.41465228	26.47659654	27.74992053	19.25092833	14.10972796	12.36313256	24.61867101	19.62041156	20.38219184	21.29176986	2.735867863	4.773761258	12.25918436	26.44866866	30.91214688	28.96553097	11.69990778	17.30473126	11.98167256	14.64071892	14.85718245	13.12854606	9.835306961	19.56777056	25.30535878	26.16367966	27.9260586	33.9795267	17.84893318	30.29268038	29.46524168	16.3987183	20.04396013	32.11642367	32.96336684	31.18827449	46.65911461	40.00593305	30.32011074	38.44440898	28.1530591	31.73509016	51.53754423	45.23567531	45.97269014	25.85219151	34.19189929	55.50661364	46.35744495	40.65292574	41.24862434	29.68918823	20.91587399	47.96176081	44.53761105	41.60352483	49.28710388	33.77995236	42.60688604	43.32645839	44.14933717	26.98240016	26.66470258	48.86777559	24.76399884	43.77642989	43.45971774
Planoprotostelium fungivorum	1.710130657	0.713574649	0.861043919	0.838600306	0.567185467	0.4313727	1.60949089	0.412538855	0.251429196	0.698095595	0.502698569	0.598056879	0.715183143	0	0	0	0.226956435	0.274666917	0	0	0.198327708	0.191084261	0.365942289	0.277331167	0.62957481	0.761815993	0.947874368	0.767279965	1.698240462	1.025037759	1.577595004	0.655873926	0.948716814	0.482516224	1.169593768	0.955707231	0.781004086	0.692317728	0.715341639	0.552058723	0.46620154	0.573541284	0.697431449	0.616416282	0.274177837	0.561270403	0.312306562	0.534137583	0.436762351	0	0.54891	0	0.225348155	0.18850546	0.14439982	0.461818841	0.185097977	0	0	0.252422333	0.638259198	0.244592089	0.32710524	0	0.744058554	0.473915	0.310200472	0	0.786110093	0	0.237803847	0	0	0	0	0.747984118	0.379523874	0.74675433	1.364033537	0.487913255	1.022864889	0.660480114	0.836259897	0.554194733	0.784106827	0.266351437	1.06071162	1.253821005	1.39552503	1.2659938	1.482533185	2.379312552	0.731786045	0.982657726	1.347104516	1.692672663	1.423603624	1.501492681	1.389955933	1.665391367	1.709695518	1.621798361	1.538600883	0.887395663	1.779835081	1.018539257	1.698425693	1.363038486	0.750372848	1.466611238	1.842334954	1.457639889	1.109209707	1.839509916	1.161393334	1.423426292	1.399977375	0.902540827	1.041808625	1.819918095	0.831014661	0.721630898	1.510681447	0.668790936	1.189352022	1.13698616	0.943789571	0.804377627	1.274921823	1.049320784
Aspergillus nanangensis	21.34882421	11.54346554	8.784751987	8.989366266	11.06917788	7.908582087	9.809233868	6.073425727	3.545688699	8.080125145	10.35156821	7.670302199	7.12752438	0	5.380776751	0	0	0	0	0	0	0	0	0	9.081037145	9.033620919	7.458252533	11.13155582	11.030687	17.7754936	14.52532971	8.924402319	7.891448902	8.773474213	17.07051958	14.30744994	8.325107926	6.768758861	10.74652151	10.44007734	9.140399763	8.60180693	10.02209038	10.07669774	7.272473552	5.93878165	6.326647187	8.89408014	5.756682842	0	4.732162721	0	4.400658272	4.229140167	0	4.079784164	3.733388887	4.546641631	4.716257422	5.195979151	12.9743505	4.664163112	8.668871302	4.846816521	9.672513769	7.749110916	8.820678076	8.439079769	7.350988466	6.75884642	9.130334443	8.931627952	7.239713225	0	0	0	7.561424701	6.838618327	5.718983885	3.428710097	4.899718571	10.01834417	10.06947378	7.125084804	5.685916049	4.981930778	5.256524525	8.547418861	10.3575994	10.13382215	5.78488157	5.503553681	8.741737882	8.066547558	5.434378489	5.457930898	7.882434925	9.842041262	9.626625198	6.529593053	4.103384602	8.052688269	5.733066652	7.103121771	6.64316822	5.124968182	6.146455091	7.227160543	7.716431932	7.575624219	4.919042943	5.651583225	7.528140752	4.268943942	6.710999716	6.434873308	4.885434744	5.422184815	4.126352671	4.926722501	8.890166167	4.722512322	4.216025302	8.027374374	5.75503498	10.77028752	4.751112919	14.90344312	8.084512337	7.497980582
Diacronema lutheri	12.97946009	0	4.892013915	2.532922578	2.850042709	3.149558031	11.62383554	0.873170038	3.038706546	6.198712083	4.697118334	3.732837927	2.800886629	1.601275266	0	0	0	0	0	0	0	0	0	0	0.963669649	0.848065215	1.179750461	1.779704278	1.94669257	2.56393488	2.274731906	1.453857062	1.766014634	1.247281944	2.436642437	1.580516083	1.469851724	0	1.146205836	0.992147574	0.87020582	1.254679366	1.112023912	1.206579329	1.221138877	1.484761079	0.707776226	0.742379123	0	0.71257036	2.015556689	0.639027188	1.603130559	0	0.900811099	1.623049766	1.385069254	0.927290863	0	0.676165484	1.483621119	1.339108945	1.967241381	1.196281264	1.181720884	1.743952987	1.492502921	1.258848229	2.043008494	1.323748709	2.10023975	1.120895154	1.589805656	0	0.50398823	2.013189993	1.509495637	1.07354423	1.341481248	0.510722205	2.041398169	1.660971002	0.869907715	0.830951659	1.46845351	1.366434831	4.237809602	2.369779707	3.48462411	3.424293304	3.925193778	3.151595423	2.043668159	3.638558275	4.215325218	2.964506317	3.197607515	2.967916618	2.053139314	4.037423696	3.457738234	3.747767719	3.758422661	5.035910183	3.386603074	3.515898216	3.769501293	4.091686405	3.301421168	3.883291793	3.866651291	3.285661538	4.380332422	3.196879336	2.778141831	3.990769601	2.301951753	2.310833165	2.306401804	3.056322577	3.898807138	2.023530975	2.422066303	3.267119714	3.255730976	3.009605768	1.850067404	4.04808842	3.286992788	3.200404727
Phytophthora rubi	17.59874428	23.47137703	49.29443517	16.91454597	24.80520705	15.41595506	10.08161665	21.16508049	13.95515534	19.18540484	18.83182212	11.43514521	6.808970689	0	0	0	0	0	0	0	0	0	0	0	11.83104764	6.091835237	11.03951322	7.308814404	0	0	0	9.206300704	11.72630197	6.684840821	7.75075302	4.859749679	5.98208037	7.326372992	8.834954207	10.78340531	8.758095103	9.341184849	5.213624523	6.835700339	8.775136086	11.34874924	8.238200088	7.481930698	17.51166252	6.86208797	6.514373521	7.81481815	10.67237568	16.9813043	13.7892512	6.117725281	17.4637033	7.311872234	13.57573354	11.15911431	14.37415507	8.526392091	14.50486389	9.604321684	11.26549906	17.15201575	15.1751264	6.296580342	9.589296909	8.91206476	16.7622816	10.95785555	5.002686703	7.158078459	10.36113676	23.70891108	12.7686276	9.895080963	4.681996888	13.37227979	11.65931352	0	9.504920055	8.557644902	13.1786463	12.84187312	31.71328042	15.50421571	14.18969867	9.661330845	25.30648731	20.20283751	9.822556755	18.01069746	28.27874861	26.21638769	16.30204597	18.31169573	14.85167307	24.47280222	19.32834212	37.21744816	26.99051389	35.24537055	23.7889856	17.02106076	26.55527302	20.81022691	12.5597907	36.48644497	22.48383277	26.40538842	46.47684435	47.56852978	31.35923033	22.42651723	22.27749568	29.67258289	29.7426282	32.82104333	38.17155643	47.78928043	38.22120632	24.69439467	20.38138432	11.07879169	27.50081523	31.4090391	28.69647244	30.89318519
Mucor ambiguus	0	0	0	0	0	0	0	0	0.258840523	0	0	0.739951944	2.130268154	0.784608136	2.39030208	2.036320231	2.281660195	2.673785739	4.295304235	2.145615184	2.875702406	1.807702952	3.389665109	1.591388103	4.890896046	4.230590891	5.996036194	2.634512066	0.212925363	0	0	4.393571365	5.587053551	13.83735695	0	0.659829235	2.442022359	4.285961856	5.126257051	6.287471582	5.661449144	4.739663484	3.60425404	4.323339491	5.336920256	6.509191431	6.596464746	4.206324788	3.188740229	15.95117495	6.78086272	2.076449252	8.689096404	9.778405128	11.94034086	11.06979702	15.29641636	7.577117198	5.279168454	16.0464746	5.78136175	17.95154492	12.5704268	18.21386909	6.915407156	9.521247075	12.97781634	16.23479372	13.98525318	8.321499655	12.26631834	12.5718264	13.46511913	7.025592271	5.367457581	1.809621824	9.027940054	4.891484856	3.476758802	4.732719068	2.285420374	2.799097232	5.660503087	4.191308469	7.985342307	0.853807483	2.650660482	2.505173771	4.151705627	2.176688608	3.01181413	1.861656633	2.402479124	4.861163392	2.257408976	4.609762994	3.348841749	2.1555514	3.838254313	3.367616478	3.111089947	4.373007697	4.254982806	1.615248643	1.938342069	2.073066215	2.299781451	3.38800821	3.371733789	2.918338235	2.971484622	4.145689657	2.300080345	2.403236788	2.12491211	3.006032007	2.049320366	2.748897935	1.909279609	2.732961906	3.795750309	1.568931531	1.931375556	2.09096195	2.580067007	1.94898276	1.5135739	3.295063109	2.924173528	2.475904354
Trichoglossum hirsutum	0	0	0	0	0	0	0	0	4.072619894	2.001092106	1.015215857	0	0	0	5.565052589	2.191333379	0.194112692	0.521892342	0	0.265680547	0.33108135	0.247927482	0.752724444	0.687972532	3.795859317	5.136214276	4.743640831	4.732139262	4.03037329	6.200387538	8.283308269	3.812307934	3.93551387	2.659654938	4.640829423	4.550412775	4.472330322	4.648001652	4.11960962	4.395313426	3.749716047	3.9807641	4.751166315	3.699663723	3.731390777	3.484748903	2.996470192	3.951216182	2.393937385	4.090279933	4.103951894	1.832129195	3.828739304	2.712620244	2.991047808	15.23022366	18.93915695	6.045161937	4.348158405	9.61446641	9.214452424	11.68178243	10.24083419	8.903512285	9.002056001	10.1496849	9.811693129	9.312833782	6.255374502	7.863564837	7.708858213	7.108249323	9.813832061	3.090626976	2.526871538	3.283181317	1.802094295	2.958234604	3.403562442	2.300076788	2.539100268	5.265224121	5.394916439	3.88452737	3.339658215	1.692501828	3.489368224	2.474164893	4.334396059	3.265831871	4.576781525	3.960920369	3.41354556	4.593088376	3.818023017	3.440778548	4.782364608	3.172607101	4.99660356	6.140890251	5.231334593	4.729733939	4.315310317	4.032911454	6.412693357	4.330705072	6.211723661	4.128143279	4.14358535	3.567540874	4.654488983	4.504678099	3.875982238	4.344455661	3.89306578	7.037174729	4.779429569	5.257485352	2.803574441	4.388747605	2.670488661	3.247226775	3.308791252	2.37398236	3.745085152	2.630775339	2.896994521	3.564826674	2.327865656	2.762527871
